time,type
2022-07-17 13:00:00,JAM
2022-07-17 14:00:00,JAM
2022-07-17 15:00:00,JAM
2022-07-17 16:00:00,JAM
2022-07-18 18:00:00,JAM
2022-07-18 19:00:00,JAM
2022-07-19 16:00:00,JAM
2022-07-19 17:00:00,JAM
2022-07-20 06:00:00,JAM
2022-07-20 07:00:00,JAM
2022-07-20 13:00:00,JAM
2022-07-20 19:00:00,JAM
2022-07-21 07:00:00,JAM
2022-07-21 14:00:00,JAM
2022-07-21 15:00:00,JAM
2022-07-21 19:00:00,WEATHERHAZARD
2022-07-22 08:00:00,JAM
2022-07-22 09:00:00,JAM
2022-07-22 13:00:00,JAM
2022-07-22 14:00:00,JAM
2022-07-22 17:00:00,JAM
2022-07-22 18:00:00,JAM
2022-07-23 13:00:00,JAM
2022-07-23 14:00:00,ACCIDENT
2022-07-23 15:00:00,JAM
2022-07-23 16:00:00,JAM
2022-07-23 17:00:00,JAM
2022-07-23 18:00:00,JAM
2022-07-23 19:00:00,JAM
2022-07-23 20:00:00,JAM
2022-07-24 13:00:00,JAM
2022-07-24 14:00:00,JAM
2022-07-24 15:00:00,ACCIDENT
2022-07-24 15:00:00,JAM
2022-07-24 16:00:00,JAM
2022-07-24 18:00:00,JAM
2022-07-25 09:00:00,JAM
2022-07-26 06:00:00,JAM
2022-07-26 07:00:00,JAM
2022-07-26 17:00:00,JAM
2022-07-27 07:00:00,JAM
2022-07-27 12:00:00,JAM
2022-07-27 13:00:00,JAM
2022-07-27 15:00:00,JAM
2022-07-27 16:00:00,JAM
2022-07-28 12:00:00,JAM
2022-07-28 14:00:00,JAM
2022-07-28 15:00:00,JAM
2022-07-28 17:00:00,JAM
2022-07-28 18:00:00,JAM
2022-07-29 09:00:00,JAM
2022-07-29 10:00:00,JAM
2022-07-29 18:00:00,ROAD_CLOSED
2022-07-29 19:00:00,JAM
2022-07-29 19:00:00,ROAD_CLOSED
2022-07-29 20:00:00,JAM
2022-07-29 20:00:00,ROAD_CLOSED
2022-07-29 21:00:00,JAM
2022-07-30 11:00:00,JAM
2022-07-30 12:00:00,JAM
2022-07-30 13:00:00,JAM
2022-07-30 14:00:00,JAM
2022-07-30 15:00:00,JAM
2022-07-30 16:00:00,JAM
2022-07-30 17:00:00,JAM
2022-07-30 20:00:00,JAM
2022-07-31 10:00:00,JAM
2022-07-31 11:00:00,JAM
2022-07-31 12:00:00,JAM
2022-07-31 13:00:00,JAM
2022-07-31 14:00:00,JAM
2022-07-31 15:00:00,JAM
2022-07-31 16:00:00,JAM
2022-07-31 17:00:00,JAM
2022-07-31 18:00:00,JAM
2022-07-31 20:00:00,WEATHERHAZARD
2022-08-01 06:00:00,JAM
2022-08-01 07:00:00,JAM
2022-08-01 12:00:00,JAM
2022-08-01 13:00:00,JAM
2022-08-02 06:00:00,JAM
2022-08-02 07:00:00,JAM
2022-08-02 09:00:00,JAM
2022-08-02 10:00:00,JAM
2022-08-02 11:00:00,JAM
2022-08-02 12:00:00,JAM
2022-08-02 13:00:00,JAM
2022-08-03 07:00:00,JAM
2022-08-03 10:00:00,JAM
2022-08-03 12:00:00,JAM
2022-08-03 13:00:00,JAM
2022-08-03 17:00:00,JAM
2022-08-03 18:00:00,JAM
2022-08-04 06:00:00,JAM
2022-08-04 07:00:00,JAM
2022-08-04 08:00:00,JAM
2022-08-04 12:00:00,JAM
2022-08-04 16:00:00,JAM
2022-08-05 06:00:00,JAM
2022-08-05 07:00:00,JAM
2022-08-05 11:00:00,JAM
2022-08-05 12:00:00,JAM
2022-08-05 13:00:00,JAM
2022-08-05 14:00:00,JAM
2022-08-05 16:00:00,JAM
2022-08-05 17:00:00,JAM
2022-08-07 11:00:00,JAM
2022-08-07 13:00:00,JAM
2022-08-07 14:00:00,JAM
2022-08-07 15:00:00,JAM
2022-08-07 16:00:00,JAM
2022-08-07 17:00:00,JAM
2022-08-08 11:00:00,JAM
2022-08-08 16:00:00,JAM
2022-08-08 17:00:00,JAM
2022-08-09 06:00:00,JAM
2022-08-09 07:00:00,JAM
2022-08-09 14:00:00,JAM
2022-08-09 15:00:00,JAM
2022-08-10 06:00:00,JAM
2022-08-10 07:00:00,JAM
2022-08-10 10:00:00,JAM
2022-08-10 18:00:00,JAM
2022-08-10 19:00:00,JAM
2022-08-11 18:00:00,JAM
2022-08-11 20:00:00,WEATHERHAZARD
2022-08-11 21:00:00,WEATHERHAZARD
2022-08-12 07:00:00,JAM
2022-08-12 07:00:00,WEATHERHAZARD
2022-08-12 13:00:00,JAM
2022-08-12 14:00:00,JAM
2022-08-12 17:00:00,JAM
2022-08-12 18:00:00,JAM
2022-08-12 19:00:00,JAM
2022-08-12 19:00:00,WEATHERHAZARD
2022-08-12 20:00:00,JAM
2022-08-12 20:00:00,WEATHERHAZARD
2022-08-13 05:00:00,JAM
2022-08-13 11:00:00,JAM
2022-08-13 12:00:00,JAM
2022-08-13 14:00:00,JAM
2022-08-13 16:00:00,JAM
2022-08-13 17:00:00,JAM
2022-08-13 20:00:00,JAM
2022-08-13 21:00:00,JAM
2022-08-13 22:00:00,JAM
2022-08-14 10:00:00,JAM
2022-08-14 11:00:00,JAM
2022-08-14 13:00:00,JAM
2022-08-14 14:00:00,JAM
2022-08-14 15:00:00,JAM
2022-08-14 16:00:00,JAM
2022-08-15 10:00:00,JAM
2022-08-15 15:00:00,JAM
2022-08-15 17:00:00,JAM
2022-08-15 18:00:00,WEATHERHAZARD
2022-08-16 06:00:00,JAM
2022-08-16 07:00:00,JAM
2022-08-16 07:00:00,WEATHERHAZARD
2022-08-16 08:00:00,WEATHERHAZARD
2022-08-16 10:00:00,JAM
2022-08-16 11:00:00,JAM
2022-08-16 13:00:00,WEATHERHAZARD
2022-08-16 19:00:00,WEATHERHAZARD
2022-08-16 20:00:00,WEATHERHAZARD
2022-08-17 16:00:00,JAM
2022-08-17 17:00:00,JAM
2022-08-17 18:00:00,JAM
2022-08-17 19:00:00,JAM
2022-08-18 06:00:00,JAM
2022-08-18 07:00:00,JAM
2022-08-18 08:00:00,JAM
2022-08-18 11:00:00,JAM
2022-08-18 17:00:00,JAM
2022-08-18 19:00:00,JAM
2022-08-18 20:00:00,JAM
2022-08-19 07:00:00,JAM
2022-08-19 11:00:00,JAM
2022-08-19 12:00:00,JAM
2022-08-19 15:00:00,JAM
2022-08-19 17:00:00,JAM
2022-08-19 17:00:00,WEATHERHAZARD
2022-08-19 18:00:00,JAM
2022-08-19 18:00:00,WEATHERHAZARD
2022-08-19 20:00:00,JAM
2022-08-20 10:00:00,JAM
2022-08-20 11:00:00,JAM
2022-08-20 13:00:00,JAM
2022-08-20 14:00:00,JAM
2022-08-20 15:00:00,JAM
2022-08-20 16:00:00,JAM
2022-08-21 11:00:00,JAM
2022-08-21 12:00:00,JAM
2022-08-21 13:00:00,JAM
2022-08-21 14:00:00,JAM
2022-08-21 15:00:00,JAM
2022-08-21 16:00:00,JAM
2022-08-21 18:00:00,JAM
2022-08-21 22:00:00,WEATHERHAZARD
2022-08-21 23:00:00,WEATHERHAZARD
2022-08-22 12:00:00,JAM
2022-08-22 13:00:00,JAM
2022-08-22 16:00:00,JAM
2022-08-22 17:00:00,JAM
2022-08-22 17:00:00,WEATHERHAZARD
2022-08-22 18:00:00,WEATHERHAZARD
2022-08-23 13:00:00,JAM
2022-08-23 14:00:00,JAM
2022-08-23 15:00:00,JAM
2022-08-24 06:00:00,JAM
2022-08-24 07:00:00,JAM
2022-08-24 10:00:00,JAM
2022-08-24 11:00:00,JAM
2022-08-24 20:00:00,WEATHERHAZARD
2022-08-25 06:00:00,JAM
2022-08-25 07:00:00,JAM
2022-08-25 14:00:00,JAM
2022-08-25 16:00:00,JAM
2022-08-25 17:00:00,JAM
2022-08-25 19:00:00,JAM
2022-08-25 19:00:00,WEATHERHAZARD
2022-08-25 20:00:00,WEATHERHAZARD
2022-08-26 06:00:00,JAM
2022-08-26 07:00:00,JAM
2022-08-26 08:00:00,JAM
2022-08-26 12:00:00,JAM
2022-08-26 16:00:00,JAM
2022-08-26 17:00:00,JAM
2022-08-26 18:00:00,JAM
2022-08-26 19:00:00,JAM
2022-08-27 13:00:00,JAM
2022-08-27 14:00:00,JAM
2022-08-27 19:00:00,JAM
2022-08-27 20:00:00,JAM
2022-08-27 21:00:00,JAM
2022-08-28 12:00:00,WEATHERHAZARD
2022-08-28 14:00:00,JAM
2022-08-28 15:00:00,JAM
2022-08-28 15:00:00,WEATHERHAZARD
2022-08-28 16:00:00,JAM
2022-08-28 17:00:00,JAM
2022-08-28 18:00:00,JAM
2022-08-28 19:00:00,JAM
2022-08-29 07:00:00,JAM
2022-08-29 17:00:00,JAM
2022-08-29 18:00:00,JAM
2022-08-29 20:00:00,JAM
2022-08-30 14:00:00,JAM
2022-08-30 15:00:00,JAM
2022-08-30 20:00:00,WEATHERHAZARD
2022-08-31 13:00:00,JAM
2022-08-31 14:00:00,JAM
2022-08-31 15:00:00,JAM
2022-09-01 14:00:00,JAM
2022-09-01 15:00:00,JAM
2022-09-01 16:00:00,JAM
2022-09-01 17:00:00,JAM
2022-09-01 18:00:00,JAM
2022-09-02 09:00:00,WEATHERHAZARD
2022-09-02 20:00:00,JAM
2022-09-02 21:00:00,JAM
2022-09-03 12:00:00,JAM
2022-09-03 12:00:00,WEATHERHAZARD
2022-09-03 13:00:00,JAM
2022-09-03 14:00:00,JAM
2022-09-03 15:00:00,JAM
2022-09-03 16:00:00,JAM
2022-09-03 18:00:00,JAM
2022-09-03 19:00:00,JAM
2022-09-03 20:00:00,JAM
2022-09-03 21:00:00,JAM
2022-09-04 10:00:00,JAM
2022-09-04 11:00:00,JAM
2022-09-04 12:00:00,JAM
2022-09-04 13:00:00,JAM
2022-09-04 15:00:00,JAM
2022-09-04 16:00:00,JAM
2022-09-04 18:00:00,JAM
