time,median_length,median_delay,median_speed_kmh,median_level
2022-07-13 07:00:00,1257.0,97.0,21.49,2.0
2022-07-13 08:00:00,1144.5,105.5,17.3225,2.5
2022-07-13 09:00:00,1069.0,228.0,12.23,3.0
2022-07-13 10:00:00,1048.0,137.25,16.255000000000003,2.5
2022-07-13 11:00:00,1160.0,281.0,10.65,3.0
2022-07-13 12:00:00,1169.0,150.25,15.2825,2.5
2022-07-13 13:00:00,1165.0,244.0,11.865,3.0
2022-07-13 14:00:00,1035.0,181.75,14.330000000000002,2.5
2022-07-13 15:00:00,1195.0,177.5,11.025,3.0
2022-07-13 16:00:00,1165.0,237.5,9.455,3.0
2022-07-13 17:00:00,1147.0,138.0,8.14,3.0
2022-07-13 18:00:00,1100.75,137.25,15.1,2.5
2022-07-13 19:00:00,1165.0,167.5,12.014999,3.0
2022-07-13 20:00:00,1145.0,176.0,10.71,3.0
2022-07-13 21:00:00,749.5,88.5,16.99,2.5
2022-07-13 22:00:00,537.5,112.0,12.805,2.5
2022-07-13 23:00:00,1067.2857142857142,93.5,19.14303566071428,1.0
2022-07-14 00:00:00,929.5,86.6875,18.68020829166667,1.0
2022-07-14 01:00:00,1156.0,80.0,21.91,1.0
2022-07-14 02:00:00,987.0,128.5,15.885,3.0
2022-07-14 03:00:00,954.0,62.25,21.6625,1.0
2022-07-14 04:00:00,946.5,103.41666666666667,17.946666666666665,2.0
2022-07-14 05:00:00,1021.1538461538462,80.0,20.202692384615382,1.0
2022-07-14 06:00:00,938.0,60.0,22.7,2.0
2022-07-14 07:00:00,962.0,138.75,14.8625,2.5
2022-07-14 08:00:00,1160.0,120.5,18.05,2.5
2022-07-14 09:00:00,905.0,129.0,15.45,3.0
2022-07-14 10:00:00,877.0,154.0,15.635,2.5
2022-07-14 11:00:00,849.0,167.0,11.99,3.0
2022-07-14 12:00:00,1066.0,141.5,16.445,2.5
2022-07-14 13:00:00,1155.0,95.0,19.87,2.0
2022-07-14 14:00:00,856.5,129.25,15.4825,2.5
2022-07-14 15:00:00,1173.0,93.0,18.63,2.0
2022-07-14 16:00:00,1033.5,125.75,14.5100005,2.5
2022-07-14 17:00:00,920.0,183.5,12.635,3.0
2022-07-14 18:00:00,976.0,258.0,9.9,3.0
2022-07-14 19:00:00,915.75,125.75,16.4924995,2.5
2022-07-14 20:00:00,1084.5,70.5,22.590000000000003,1.5
2022-07-14 21:00:00,882.5,76.5,17.965,2.0
2022-07-14 22:00:00,998.0,82.0,21.01,2.0
2022-07-14 23:00:00,1067.2857142857142,93.5,19.14303566071428,1.0
2022-07-15 00:00:00,929.5,86.6875,18.68020829166667,1.0
2022-07-15 01:00:00,1156.0,80.0,21.91,1.0
2022-07-15 02:00:00,987.0,128.5,15.885,3.0
2022-07-15 03:00:00,954.0,62.25,21.6625,1.0
2022-07-15 04:00:00,946.5,103.41666666666667,17.946666666666665,2.0
2022-07-15 05:00:00,1021.1538461538462,80.0,20.202692384615382,1.0
2022-07-15 06:00:00,1496.0,82.0,23.515,1.5
2022-07-15 07:00:00,1245.5,75.5,23.165,1.5
2022-07-15 08:00:00,1165.0,86.0,21.075,2.0
2022-07-15 09:00:00,1155.0,117.0,19.03,2.0
2022-07-15 10:00:00,1069.0,336.0,10.44,3.0
2022-07-15 11:00:00,1354.5,180.5,14.952499499999998,2.5
2022-07-15 12:00:00,994.0,86.0,19.97,2.0
2022-07-15 13:00:00,1072.5,143.5,16.11,2.5
2022-07-15 14:00:00,978.0,113.0,17.82,2.0
2022-07-15 15:00:00,981.0,112.0,17.14,2.0
2022-07-15 16:00:00,1107.0,141.0,18.43,2.0
2022-07-15 17:00:00,899.25,156.0,14.0475,2.5
2022-07-15 18:00:00,966.0,142.75,15.77,2.5
2022-07-15 19:00:00,1171.0,283.5,10.895,3.0
2022-07-15 20:00:00,951.0,161.25,14.0875,2.5
2022-07-15 21:00:00,1155.0,228.5,11.684999,3.0
2022-07-15 22:00:00,901.5,184.75,12.560001,2.5
2022-07-15 23:00:00,1067.2857142857142,93.5,19.14303566071428,1.0
2022-07-16 00:00:00,929.5,86.6875,18.68020829166667,1.0
2022-07-16 01:00:00,1156.0,80.0,21.91,1.0
2022-07-16 02:00:00,987.0,128.5,15.885,3.0
2022-07-16 03:00:00,954.0,62.25,21.6625,1.0
2022-07-16 04:00:00,946.5,103.41666666666667,17.946666666666665,2.0
2022-07-16 05:00:00,1021.1538461538462,80.0,20.202692384615382,1.0
2022-07-16 06:00:00,920.0,85.0,20.92,2.0
2022-07-16 07:00:00,966.0,119.5,17.14,2.5
2022-07-16 08:00:00,1051.0,164.75,15.7075,2.5
2022-07-16 09:00:00,1167.0,127.0,15.767499999999998,2.5
2022-07-16 10:00:00,1020.5,186.5,14.465,2.5
2022-07-16 11:00:00,973.0,190.0,10.035,3.0
2022-07-16 12:00:00,1173.0,389.0,9.16,3.0
2022-07-16 13:00:00,687.0,176.0,9.34,3.0
2022-07-16 14:00:00,1136.0,425.0,6.904999999999999,3.5
2022-07-16 15:00:00,925.5,428.0,6.7725,3.5
2022-07-16 16:00:00,842.5,534.5,6.3100000000000005,3.5
2022-07-16 17:00:00,1234.0,547.0,6.755000000000001,3.5
2022-07-16 18:00:00,1151.0,187.0,12.99,3.0
2022-07-16 19:00:00,1173.5,383.0,10.85,3.0
2022-07-16 20:00:00,1155.0,155.0,8.5,3.0
2022-07-16 21:00:00,1165.0,239.0,10.47,3.0
2022-07-16 22:00:00,1155.0,251.0,10.0,3.0
2022-07-16 23:00:00,1067.2857142857142,93.5,19.14303566071428,1.0
2022-07-17 00:00:00,929.5,86.6875,18.68020829166667,1.0
2022-07-17 01:00:00,1156.0,80.0,21.91,1.0
2022-07-17 02:00:00,987.0,128.5,15.885,3.0
2022-07-17 03:00:00,954.0,62.25,21.6625,1.0
2022-07-17 04:00:00,946.5,103.41666666666667,17.946666666666665,2.0
2022-07-17 05:00:00,1021.1538461538462,80.0,20.202692384615382,1.0
2022-07-17 06:00:00,880.75,139.67,14.63875,2.55
2022-07-17 07:00:00,1237.0,79.5,20.14,2.0
2022-07-17 08:00:00,1319.5,239.5,14.16,2.5
2022-07-17 09:00:00,1147.0,146.0,13.745,3.0
2022-07-17 10:00:00,1072.0,407.5,6.945,3.5
2022-07-17 11:00:00,1147.0,289.0,9.67,3.0
2022-07-17 12:00:00,1155.0,191.0,10.42,3.0
2022-07-17 13:00:00,1243.0,491.5,7.274999999999999,3.5
2022-07-17 14:00:00,1069.0,262.0,10.03,3.0
2022-07-17 15:00:00,1207.5,768.0,6.890000000000001,3.5
2022-07-17 16:00:00,938.0,236.0,10.095,3.0
2022-07-17 17:00:00,1147.0,170.0,13.62,3.0
2022-07-17 18:00:00,345.0,152.0,8.99,3.0
2022-07-17 19:00:00,887.0,232.5,10.684999,3.0
2022-07-17 20:00:00,1051.0,204.0,9.76,3.0
2022-07-17 21:00:00,717.5,119.5,16.665,2.5
2022-07-17 22:00:00,1233.5,632.0,14.85,3.0
2022-07-17 23:00:00,1067.2857142857142,93.5,19.14303566071428,1.0
2022-07-18 00:00:00,929.5,86.6875,18.68020829166667,1.0
2022-07-18 01:00:00,1156.0,80.0,21.91,1.0
2022-07-18 02:00:00,987.0,128.5,15.885,3.0
2022-07-18 03:00:00,954.0,62.25,21.6625,1.0
2022-07-18 04:00:00,946.5,103.41666666666667,17.946666666666665,2.0
2022-07-18 05:00:00,1021.1538461538462,80.0,20.202692384615382,1.0
2022-07-18 06:00:00,687.0,141.0,11.33,3.0
2022-07-18 07:00:00,758.0,298.0,11.34,3.0
2022-07-18 08:00:00,860.0,155.0,13.66,3.0
2022-07-18 09:00:00,1138.0,135.0,16.597500500000002,2.5
2022-07-18 10:00:00,1147.0,292.5,10.77,3.0
2022-07-18 11:00:00,1038.5,159.0,16.3825005,2.5
2022-07-18 12:00:00,1025.25,120.5,16.835001,2.5
2022-07-18 13:00:00,998.0,125.5,15.114999999999998,2.5
2022-07-18 14:00:00,849.0,181.5,12.645,3.0
2022-07-18 15:00:00,884.5,99.5,16.744999999999997,2.5
2022-07-18 16:00:00,957.0,148.0,15.63,2.5
2022-07-18 17:00:00,938.0,189.5,10.995,3.0
