,time,median_length,median_delay_seconds,median_regular_speed,median_seconds,median_speed,median_jam_level
389,2022-07-15 18:00:00,1751.0,923.0,18.285,1108.0,5.87,4.0
399,2022-07-15 19:00:00,1930.0,512.0,18.16,656.0,11.53,3.0
400,2022-07-15 19:00:00,1703.0,622.0,17.16,745.0,8.42,4.0
411,2022-07-15 21:00:00,1660.0,406.0,18.7,590.0,11.3,3.0
412,2022-07-15 21:00:00,785.0,378.5,13.594999,487.5,5.8,4.0
414,2022-07-16 08:00:00,899.0,625.5,9.315001,741.5,5.25,4.0
415,2022-07-16 09:00:00,2059.0,666.0,13.17,855.0,8.245,4.0
416,2022-07-16 09:00:00,1994.5,451.0,14.59,628.5,11.424999,3.0
434,2022-07-16 12:00:00,3292.5,707.0,14.985001,1031.0,10.92,3.0
437,2022-07-16 12:00:00,2059.0,836.5,11.48,1019.5,7.175,4.0
458,2022-07-16 13:00:00,1189.0,310.5,27.505,417.5,10.6,3.0
459,2022-07-16 13:00:00,1723.0,706.5,15.205,916.5,6.12,4.0
490,2022-07-16 14:00:00,2417.0,1673.0,8.405,1951.5,4.855,4.0
512,2022-07-16 15:00:00,1726.0,468.0,17.83,598.0,10.38,3.0
513,2022-07-16 15:00:00,2059.0,780.0,9.83,993.0,7.36,4.0
525,2022-07-16 16:00:00,1138.0,274.0,22.595,384.0,11.295,3.0
541,2022-07-16 16:00:00,2706.0,728.0,12.49,1008.0,8.35,4.0
613,2022-07-17 08:00:00,1262.0,581.0,12.51,730.0,6.6,4.0
615,2022-07-17 09:00:00,2059.0,514.0,16.3,724.0,10.23,3.0
616,2022-07-17 09:00:00,1325.0,545.0,12.82,716.0,8.05,4.0
617,2022-07-17 10:00:00,1703.0,677.0,12.190001,860.0,8.275,4.0
622,2022-07-17 10:00:00,1832.0,481.0,15.5,621.0,10.55,3.0
630,2022-07-17 11:00:00,1832.0,656.5,13.66,844.0,8.235001,4.0
631,2022-07-17 11:00:00,1703.0,461.0,14.38,605.0,10.47,3.0
643,2022-07-17 12:00:00,2024.0,737.0,15.17,930.0,7.95,4.0
644,2022-07-17 12:00:00,2001.5,474.0,17.455,675.5,11.5,3.0
776,2022-07-17 21:00:00,881.0,558.5,8.76,708.0,4.76,4.0
777,2022-07-17 21:00:00,3298.0,379.0,19.25,743.0,15.98,3.0
778,2022-07-17 21:00:00,1495.0,119.0,28.27,268.0,20.06,2.0
780,2022-07-17 22:00:00,652.0,437.0,9.7,542.0,4.33,4.0
878,2022-07-20 13:00:00,1633.0,1133.0,7.46,1263.0,4.37,4.0
881,2022-07-20 13:00:00,843.0,313.0,20.12,409.0,7.41,3.0
889,2022-07-20 15:00:00,1260.0,1031.5,5.97,1194.0,4.21,4.0
890,2022-07-20 16:00:00,2836.0,728.0,11.17,1013.0,10.22,3.0
891,2022-07-20 16:00:00,1254.0,1017.0,6.02,1222.0,3.47,4.0
900,2022-07-21 07:00:00,1260.0,741.0,10.34,898.0,5.04,4.0
922,2022-07-22 07:00:00,1254.0,607.0,11.725,795.0,5.99,4.0
924,2022-07-22 07:00:00,690.0,225.0,20.15,294.0,8.43,3.0
975,2022-07-23 14:00:00,2608.0,1075.0,8.16,1366.0,6.745,4.0
978,2022-07-23 15:00:00,1128.0,760.0,7.26,839.0,5.63,4.0
1356,2022-07-30 09:00:00,1832.0,680.0,11.15,873.0,7.92,4.0
1361,2022-07-30 10:00:00,1930.0,834.0,11.86,988.0,7.05,4.0
1369,2022-07-30 10:00:00,1930.0,544.5,12.045,686.5,10.04,3.0
1395,2022-07-30 13:00:00,899.0,618.0,9.03,831.0,5.63,4.0
1402,2022-07-30 14:00:00,1262.0,377.0,10.61,526.0,8.25,4.0
1531,2022-07-31 13:00:00,2466.0,1011.0,8.54,1255.0,6.55,4.0
1551,2022-07-31 14:00:00,1928.0,988.0,8.3,1153.0,6.02,4.0
1611,2022-08-01 07:00:00,1213.0,322.0,12.58,451.0,9.68,3.0
1612,2022-08-01 07:00:00,3109.0,1043.0,11.86,1385.0,8.08,4.0
1649,2022-08-01 17:00:00,1505.0,491.5,13.15,654.5,8.295,4.0
1659,2022-08-01 17:00:00,3682.0,861.0,18.79,1218.0,10.87,3.0
1721,2022-08-02 17:00:00,677.0,591.0,11.63,647.0,3.76,4.0
1725,2022-08-02 18:00:00,1254.0,583.0,11.95,774.0,6.245,4.0
1730,2022-08-02 18:00:00,2744.5,470.0,18.220001,711.5,12.95,3.0
1832,2022-08-05 07:00:00,677.0,511.0,11.95,610.0,4.3500004,4.0
1839,2022-08-05 08:00:00,1260.0,482.0,10.4,644.0,7.16,4.0
1840,2022-08-05 08:00:00,1839.0,399.0,13.53,608.0,10.87,3.0
1898,2022-08-06 13:00:00,2770.0,1172.0,9.47,1478.0,6.74,4.0
1907,2022-08-06 14:00:00,1581.0,843.0,8.19,988.0,6.06,4.0
1923,2022-08-06 15:00:00,1824.0,1021.5,12.66,1166.0,6.42,4.0
1930,2022-08-06 15:00:00,1652.0,467.0,16.735,609.0,9.75,3.0
1939,2022-08-06 16:00:00,2004.0,495.0,19.99,685.0,9.78,3.0
1940,2022-08-06 16:00:00,2417.0,737.0,16.34,1015.0,8.56,4.0
1948,2022-08-06 17:00:00,1510.0,425.0,19.4,575.0,10.115,3.0
1951,2022-08-06 17:00:00,1331.5,429.0,16.305,566.5,8.255,4.0
1990,2022-08-07 07:00:00,952.5,606.0,22.715,672.0,4.955,4.0
1993,2022-08-07 08:00:00,928.0,551.0,13.63,708.0,5.1,4.0
2086,2022-08-07 16:00:00,1026.0,235.0,16.150002,313.0,11.775,3.0
2087,2022-08-07 16:00:00,1386.0,893.0,8.37,1070.0,5.28,4.0
2110,2022-08-07 17:00:00,3156.0,975.0,12.23,1313.0,8.49,4.0
2114,2022-08-07 17:00:00,1353.0,333.0,15.71,435.0,10.7,3.0
2193,2022-08-08 17:00:00,1402.0,380.0,12.34,549.0,9.18,3.0
2194,2022-08-08 17:00:00,677.0,400.0,16.69,457.0,5.36,4.0
2201,2022-08-08 18:00:00,2459.0,639.0,17.91,885.0,9.764999,3.0
2202,2022-08-08 18:00:00,2212.0,754.0,17.03,981.0,8.04,4.0
2253,2022-08-09 18:00:00,1181.0,569.0,12.03,729.0,5.58,4.0
2254,2022-08-09 19:00:00,677.0,221.0,16.96,278.0,8.76,3.0
2255,2022-08-09 19:00:00,974.5,495.0,10.66,634.0,5.475,4.0
2303,2022-08-10 17:00:00,779.0,714.5,5.6549997,786.5,3.21,4.0
2305,2022-08-10 18:00:00,861.0,307.0,12.77,387.0,8.0,3.0
2306,2022-08-10 18:00:00,939.0,658.5,9.79,759.5,5.86,4.0
2451,2022-08-13 13:00:00,1497.0,684.0,26.03,822.0,6.93,4.0
2458,2022-08-13 14:00:00,501.0,119.0,23.46,168.0,10.7,3.0
2459,2022-08-13 14:00:00,1138.0,537.0,23.28,647.0,6.47,4.0
2479,2022-08-13 15:00:00,1509.0,437.0,25.62,580.0,9.76,3.0
2480,2022-08-13 15:00:00,517.0,689.0,22.24,791.5,3.365,4.0
2485,2022-08-13 16:00:00,2608.0,664.5,16.634998,967.5,9.79,3.0
2488,2022-08-13 16:00:00,1864.0,692.0,12.33,902.0,7.71,4.0
2510,2022-08-13 17:00:00,1212.0,291.0,20.560001,397.5,11.845,3.0
2511,2022-08-13 17:00:00,1071.0,454.0,18.68,536.0,7.1800003,4.0
2539,2022-08-13 21:00:00,864.0,113.0,29.04,192.0,16.18,2.0
2540,2022-08-13 21:00:00,1138.0,289.0,28.2,397.0,10.25,3.0
2541,2022-08-13 21:00:00,1138.0,665.0,28.45,782.0,5.36,4.0
2544,2022-08-13 22:00:00,970.0,580.0,32.11,678.0,5.17,4.0
2545,2022-08-13 22:00:00,970.0,282.0,32.27,369.0,9.45,3.0
2673,2022-08-16 07:00:00,1050.0,620.0,8.07,777.0,4.94,4.0
2755,2022-08-18 06:00:00,878.5,653.0,9.545,780.5,4.76,4.0
2758,2022-08-18 07:00:00,1254.0,697.0,8.85,845.0,4.99,4.0
2768,2022-08-18 09:00:00,921.0,706.0,8.27,836.0,4.34,4.0
2780,2022-08-18 17:00:00,1703.0,939.0,18.23,1062.0,5.5,4.0
2784,2022-08-18 18:00:00,1703.0,964.0,16.654999,1173.0,5.19,4.0
2785,2022-08-18 19:00:00,1499.0,804.0,27.88,911.0,5.54,4.0
2786,2022-08-18 19:00:00,1853.0,529.0,24.68,666.0,10.01,3.0
2787,2022-08-18 20:00:00,1352.0,365.0,27.58,460.0,10.5,3.0
2788,2022-08-18 20:00:00,928.0,444.0,17.79,563.0,6.42,4.0
2789,2022-08-19 06:00:00,1050.0,616.0,13.655,723.0,4.9,4.0
2798,2022-08-19 07:00:00,1224.0,417.0,14.12,552.0,7.97,3.0
2799,2022-08-19 07:00:00,1085.0,703.5,8.715,850.5,4.75,4.0
2800,2022-08-19 08:00:00,1068.0,614.5,11.684999,738.5,5.2799997,4.0
2878,2022-08-21 15:00:00,2024.0,468.0,16.445,660.0,10.96,3.0
2879,2022-08-21 15:00:00,2925.0,1107.0,10.61,1428.0,7.36,4.0
2882,2022-08-21 16:00:00,1190.5,434.0,15.18,530.5,7.91,4.0
2883,2022-08-21 16:00:00,1692.0,407.0,16.53,551.0,10.01,3.0
2886,2022-08-21 17:00:00,2139.0,692.0,13.76,893.5,7.8900003,4.0
2890,2022-08-21 17:00:00,1581.0,396.0,21.32,517.0,10.81,3.0
2891,2022-08-21 18:00:00,1071.0,156.0,24.01,239.0,16.265,3.0
2904,2022-08-22 06:00:00,1050.0,653.5,9.29,809.0,4.9300003,4.0
2913,2022-08-22 07:00:00,1065.0,715.0,7.77,875.0,4.62,4.0
2932,2022-08-22 12:00:00,726.0,786.0,5.93,896.0,2.91,4.0
2963,2022-08-23 07:00:00,1105.0,643.0,8.3,830.0,4.7799997,4.0
2967,2022-08-23 13:00:00,1581.0,494.0,26.7,614.0,9.26,3.0
2968,2022-08-23 13:00:00,1510.0,597.5,24.375,712.0,7.395,4.0
2969,2022-08-23 14:00:00,657.0,219.0,18.46,273.0,9.96,3.0
2972,2022-08-23 14:00:00,799.0,271.5,18.52,372.5,7.705,4.0
3024,2022-08-25 07:00:00,1320.5,148.0,29.085,248.0,18.85,2.0
3025,2022-08-25 07:00:00,1634.5,773.5,10.835,997.5,5.87,4.0
3026,2022-08-25 07:00:00,1168.0,243.5,18.015,371.0,12.115,3.0
3065,2022-08-26 08:00:00,1430.0,659.5,12.715,841.0,6.35,4.0
3069,2022-08-26 09:00:00,1169.5,602.0,37.33,683.5,6.145,4.0
3070,2022-08-26 09:00:00,1762.0,155.0,35.98,286.0,22.25,2.0
3100,2022-08-26 17:00:00,1862.0,323.0,26.630001,464.0,14.25,3.0
3102,2022-08-26 17:00:00,3203.5,1006.5,11.47,1413.0,7.59,4.0
3105,2022-08-26 17:00:00,1786.0,181.0,26.72,318.0,20.2,2.0
3107,2022-08-26 18:00:00,1065.0,721.0,8.49,925.0,4.535,4.0
3174,2022-08-27 11:00:00,583.0,521.0,10.58,659.0,3.18,4.0
3226,2022-08-27 14:00:00,2389.0,1743.0,8.15,2023.0,4.38,4.0
3236,2022-08-27 15:00:00,1786.0,547.5,18.189999,684.0,9.39,3.0
3237,2022-08-27 15:00:00,2417.0,950.0,10.91,1215.0,6.83,4.0
3241,2022-08-27 16:00:00,1581.0,443.0,18.11,574.0,10.27,3.0
3243,2022-08-27 16:00:00,1581.0,532.0,17.98,666.0,8.73,4.0
3249,2022-08-27 17:00:00,1692.0,301.0,19.26,429.0,14.18,3.0
3353,2022-08-28 14:00:00,2770.0,1349.0,7.89,1690.0,5.89,4.0
3369,2022-08-28 15:00:00,1311.5,320.5,24.125,422.5,10.935,3.0
3370,2022-08-28 15:00:00,1980.5,586.0,11.465,813.5,7.54,4.0
3383,2022-08-28 16:00:00,546.0,125.0,28.84,166.0,11.77,3.0
3385,2022-08-28 16:00:00,1581.0,545.0,17.59,682.0,8.14,4.0
3404,2022-08-28 17:00:00,1862.0,679.5,17.535,816.0,7.46,4.0
3413,2022-08-28 18:00:00,1026.0,314.0,23.71,393.0,10.02,3.0
3414,2022-08-28 18:00:00,1026.0,391.0,24.1,470.0,7.85,4.0
3436,2022-08-29 08:00:00,1091.0,532.0,8.66,712.0,5.67,4.0
3465,2022-08-29 18:00:00,1481.0,248.5,25.98,362.0,14.13,3.0
3466,2022-08-29 18:00:00,1514.0,738.0,26.94,855.0,6.27,4.0
3484,2022-08-29 19:00:00,1612.5,344.0,28.035,454.0,11.88,3.0
3485,2022-08-29 19:00:00,1287.0,639.0,27.38,734.0,6.3,4.0
3501,2022-08-30 07:00:00,1181.0,749.0,7.4,943.0,4.5,4.0
3529,2022-08-30 14:00:00,1168.0,550.0,24.1,678.0,6.7,4.0
3534,2022-08-30 15:00:00,1510.0,410.0,28.79,530.0,10.73,3.0
3535,2022-08-30 15:00:00,1268.0,444.5,24.09,567.0,7.965,4.0
3757,2022-09-02 16:00:00,1655.0,786.0,8.33,1007.0,5.74,4.0
3769,2022-09-02 17:00:00,726.0,1136.0,4.16,1280.0,2.04,4.0
3771,2022-09-02 18:00:00,1450.0,649.0,13.44,848.0,6.33,4.0
3822,2022-09-03 10:00:00,1299.5,464.5,17.465,638.0,7.4350004,4.0
3833,2022-09-03 11:00:00,1632.5,347.0,19.279999,568.5,10.275,3.0
3834,2022-09-03 11:00:00,2017.0,585.0,16.49,849.0,8.625,4.0
3840,2022-09-03 12:00:00,1495.0,643.5,12.68,761.0,6.32,4.0
3841,2022-09-03 12:00:00,1168.0,332.0,11.8,458.0,9.17,3.0
3848,2022-09-03 13:00:00,1665.0,559.0,12.06,714.0,7.75,4.0
3867,2022-09-03 14:00:00,621.0,104.0,25.12,164.0,13.62,2.0
3868,2022-09-03 14:00:00,864.0,167.5,26.29,236.0,10.045,3.0
3869,2022-09-03 14:00:00,1138.0,506.0,22.86,617.0,6.29,4.0
3889,2022-09-03 15:00:00,621.0,104.5,25.12,164.5,13.555,2.0
3890,2022-09-03 15:00:00,621.0,107.0,25.12,167.0,13.31,3.0
3891,2022-09-03 15:00:00,1581.0,835.0,9.11,954.0,6.26,4.0
3947,2022-09-03 19:00:00,3111.0,448.0,17.07,842.0,13.59,3.0
3948,2022-09-03 19:00:00,1853.0,600.0,20.37,738.0,9.02,4.0
3972,2022-09-04 09:00:00,1703.0,390.5,23.29,512.0,10.6,3.0
3973,2022-09-04 09:00:00,799.0,407.5,16.765,488.5,6.495,4.0
4016,2022-09-04 16:00:00,3156.0,992.0,11.61,1381.0,8.22,4.0
4036,2022-09-04 18:00:00,1862.0,212.0,23.4,356.0,18.78,2.0
4037,2022-09-04 18:00:00,2628.0,641.5,18.384998,935.5,9.745,3.0
4038,2022-09-04 18:00:00,1500.0,524.5,15.870001,722.0,7.17,4.0
4042,2022-09-04 19:00:00,2551.0,599.0,14.98,885.0,10.37,3.0
4044,2022-09-04 19:00:00,726.0,468.0,7.35,613.0,4.39,4.0
