,time,median_length,median_delay_seconds,median_regular_speed,median_seconds,median_speed,median_jam_level
1798,2022-08-04 12:00:00,1417.0,430.0,14.97,569.0,8.52,3.0
1799,2022-08-04 12:00:00,1289.0,654.0,15.9,763.0,5.71,4.0
1801,2022-08-04 13:00:00,1765.0,479.5,22.94,608.5,9.3,3.0
1802,2022-08-04 13:00:00,1420.0,588.0,21.36,717.0,7.09,4.0
1804,2022-08-04 14:00:00,1257.0,859.0,20.62,972.0,4.83,4.0
1805,2022-08-04 14:00:00,850.0,335.0,21.7,415.0,7.72,3.0
1807,2022-08-04 15:00:00,1257.0,496.0,19.07,611.0,7.39,3.0
1808,2022-08-04 15:00:00,1417.0,824.5,20.064999,963.5,5.24,4.0
1813,2022-08-04 16:00:00,973.0,299.0,17.6,392.0,8.92,3.0
1814,2022-08-04 16:00:00,1165.0,656.0,18.095001,762.0,4.5950003,4.0
1818,2022-08-04 17:00:00,850.0,257.0,18.04,338.0,8.35,3.0
1819,2022-08-04 17:00:00,1257.0,629.0,14.195,758.0,5.6549997,4.0
1823,2022-08-04 18:00:00,1420.0,318.0,15.365,447.0,11.41,3.0
1824,2022-08-04 18:00:00,928.0,661.0,13.73,753.0,3.975,4.0
1829,2022-08-05 06:00:00,812.0,557.0,22.05,637.0,4.61,4.0
1830,2022-08-05 06:00:00,1173.0,369.0,20.0,483.0,8.74,3.0
1835,2022-08-05 07:00:00,1165.0,309.0,20.0,422.0,9.93,3.0
1836,2022-08-05 07:00:00,1165.0,495.0,19.67,591.0,6.78,4.0
1841,2022-08-05 10:00:00,752.0,618.0,16.11,688.0,3.93,4.0
1842,2022-08-05 11:00:00,1418.5,979.5,16.255001,1079.5,4.425,4.0
1847,2022-08-05 12:00:00,1417.0,163.0,22.73,302.0,16.85,2.0
1848,2022-08-05 12:00:00,1420.0,303.0,22.96,422.0,10.5,3.0
1849,2022-08-05 12:00:00,1417.0,632.0,20.13,761.0,5.9,4.0
1884,2022-08-06 12:00:00,752.0,354.0,11.57,425.0,6.26,4.0
1895,2022-08-06 13:00:00,1765.0,533.0,16.67,695.0,9.67,3.0
1896,2022-08-06 13:00:00,1765.0,756.0,15.83,916.0,6.93,4.0
1906,2022-08-06 14:00:00,1580.0,270.0,16.5,412.0,13.8,3.0
1956,2022-08-06 18:00:00,1731.0,615.5,13.575001,773.0,8.055,3.0
1957,2022-08-06 18:00:00,998.0,563.0,16.83,652.0,5.5,4.0
1968,2022-08-06 19:00:00,1731.0,658.0,16.77,815.0,7.64,3.0
1969,2022-08-06 19:00:00,1258.5,651.5,16.165,767.0,5.67,4.0
1975,2022-08-06 20:00:00,1893.0,869.5,17.630001,1040.5,6.55,4.0
1980,2022-08-06 20:00:00,1765.0,673.5,17.135,833.5,7.61,3.0
1991,2022-08-07 08:00:00,1420.0,599.0,19.0,728.0,7.02,4.0
1992,2022-08-07 08:00:00,1420.0,523.0,18.38,652.0,7.83,3.0
1994,2022-08-07 09:00:00,1420.0,728.0,14.47,857.0,5.49,4.0
1995,2022-08-07 09:00:00,1420.0,433.5,17.145,562.5,9.075,3.0
1998,2022-08-07 10:00:00,1417.0,1111.0,19.52,1225.0,4.12,4.0
1999,2022-08-07 10:00:00,998.0,276.5,13.469999,366.0,9.74,3.0
2001,2022-08-07 11:00:00,1417.0,866.0,13.7,1024.5,5.25,4.0
2009,2022-08-07 12:00:00,1200.0,328.0,19.1,445.0,8.45,3.0
2012,2022-08-07 12:00:00,1399.0,847.5,17.55,1002.5,5.4449997,4.0
2024,2022-08-07 13:00:00,1731.0,529.0,11.38,686.0,9.02,3.0
2025,2022-08-07 13:00:00,1417.0,1117.5,15.764999,1244.0,4.3599997,4.0
2038,2022-08-07 14:00:00,1165.0,360.0,16.42,462.0,8.74,3.0
2039,2022-08-07 14:00:00,1399.0,1055.0,14.9,1184.0,3.67,4.0
2062,2022-08-07 15:00:00,1257.0,480.5,8.595,609.0,7.585,3.0
2063,2022-08-07 15:00:00,1420.0,1185.0,14.09,1308.0,3.645,4.0
2082,2022-08-07 16:00:00,958.0,321.5,18.8,419.0,8.32,3.0
2083,2022-08-07 16:00:00,1225.0,1014.0,16.77,1104.0,3.63,4.0
2115,2022-08-07 17:00:00,1417.0,819.0,16.5,948.0,5.23,4.0
2120,2022-08-07 17:00:00,675.0,199.0,19.78,270.0,8.73,3.0
2129,2022-08-07 18:00:00,1147.0,1158.0,13.105,1285.0,3.44,4.0
2140,2022-08-07 19:00:00,1237.0,990.0,19.69,1091.0,3.44,4.0
2141,2022-08-07 20:00:00,1458.0,1101.0,13.53,1233.0,4.21,4.0
2144,2022-08-07 21:00:00,1417.0,692.0,20.89,856.0,6.69,4.0
2145,2022-08-07 21:00:00,987.0,185.0,23.075,282.0,12.085,3.0
2146,2022-08-07 22:00:00,1288.5,335.0,19.06,439.0,9.55,3.0
2147,2022-08-07 22:00:00,1417.0,157.0,24.05,296.0,16.86,2.0
2148,2022-08-07 22:00:00,1257.0,566.0,17.86,680.0,6.65,4.0
2149,2022-08-08 06:00:00,725.0,642.0,16.24,704.0,3.87,4.0
2151,2022-08-08 06:00:00,687.0,239.0,13.23,300.0,8.22,3.0
2152,2022-08-08 07:00:00,1374.0,1167.0,18.150002,1286.0,4.26,4.0
2158,2022-08-08 07:00:00,1257.0,300.0,17.27,416.0,10.87,3.0
2166,2022-08-08 11:00:00,1420.0,534.5,12.055,663.5,7.7,3.0
2168,2022-08-08 11:00:00,1420.0,639.0,11.93,767.0,6.73,4.0
2171,2022-08-08 13:00:00,1225.0,569.5,18.84,708.0,7.075,4.0
2172,2022-08-08 13:00:00,1417.0,335.5,18.865,475.0,10.74,3.0
2174,2022-08-08 14:00:00,878.0,540.0,20.02,661.0,6.64,4.0
2176,2022-08-08 14:00:00,994.0,287.0,19.59,404.0,8.71,3.0
2177,2022-08-08 15:00:00,1408.0,605.0,20.37,734.0,6.245,4.0
2178,2022-08-08 15:00:00,1289.0,398.0,20.54,527.0,8.5,3.0
2179,2022-08-08 16:00:00,850.0,387.0,20.45,468.0,6.53,4.0
2182,2022-08-08 16:00:00,1731.0,361.5,19.64,522.0,11.370001,3.0
2188,2022-08-08 17:00:00,1765.0,627.0,15.26,787.0,8.07,3.0
2189,2022-08-08 17:00:00,687.0,514.0,13.64,575.0,4.56,4.0
2198,2022-08-08 18:00:00,915.0,317.0,14.43,434.0,7.48,3.0
2199,2022-08-08 18:00:00,1113.0,519.0,16.805,619.0,6.5299997,4.0
2205,2022-08-09 06:00:00,1238.0,639.5,20.265,758.0,6.045,4.0
2207,2022-08-09 06:00:00,1147.0,379.0,20.27,489.0,8.43,3.0
2208,2022-08-09 07:00:00,973.0,345.0,20.18,438.0,8.62,3.0
2212,2022-08-09 07:00:00,742.0,831.0,19.99,881.0,2.85,4.0
2219,2022-08-09 13:00:00,951.5,488.5,19.0,580.0,6.675,4.0
2220,2022-08-09 13:00:00,887.0,293.0,18.29,377.0,8.46,3.0
2221,2022-08-09 14:00:00,1257.0,560.5,18.295,678.0,6.455,4.0
2222,2022-08-09 14:00:00,1420.0,478.0,21.29,606.0,8.33,3.0
2226,2022-08-09 15:00:00,1731.0,262.0,22.51,419.0,14.85,2.0
2227,2022-08-09 15:00:00,1237.0,243.0,18.085,372.0,11.295,3.0
2228,2022-08-09 15:00:00,1069.0,646.0,16.84,773.0,6.41,4.0
2230,2022-08-09 16:00:00,1902.0,690.0,17.05,889.0,7.69,4.0
2238,2022-08-09 16:00:00,1920.0,637.0,16.91,838.0,8.24,3.0
2256,2022-08-10 06:00:00,795.0,239.0,18.61,317.0,9.0,3.0
2257,2022-08-10 06:00:00,1225.0,510.0,18.05,633.0,6.95,4.0
2261,2022-08-10 07:00:00,1223.0,298.0,17.83,408.5,10.235,3.0
2262,2022-08-10 07:00:00,1514.0,606.0,18.1,744.0,7.32,4.0
2263,2022-08-10 08:00:00,1893.0,648.0,17.595001,819.0,8.315001,4.0
2264,2022-08-10 08:00:00,1731.0,591.0,17.02,748.0,8.32,3.0
2265,2022-08-10 09:00:00,1765.0,823.0,10.17,983.0,6.45,4.0
2266,2022-08-10 09:00:00,964.0,325.5,10.605,410.5,8.43,3.0
2267,2022-08-10 10:00:00,1257.0,710.0,10.76,836.0,6.27,4.0
2268,2022-08-10 11:00:00,1420.0,475.0,11.52,617.0,7.87,3.0
2269,2022-08-10 11:00:00,1445.5,786.5,12.610001,918.5,5.29,4.0
2270,2022-08-10 12:00:00,1032.0,304.5,13.725,401.5,8.245001,3.0
2272,2022-08-10 12:00:00,764.0,503.5,15.66,596.5,6.68,4.0
2273,2022-08-10 13:00:00,1257.0,921.0,16.5,1001.0,4.22,4.0
2274,2022-08-10 13:00:00,1417.0,317.0,16.595001,462.0,11.08,3.0
2275,2022-08-10 14:00:00,1878.0,748.0,16.35,917.0,7.36,3.0
2276,2022-08-10 14:00:00,1257.0,762.0,14.99,908.0,4.53,4.0
2279,2022-08-10 15:00:00,1165.0,878.0,14.7,1021.0,4.53,4.0
2280,2022-08-10 15:00:00,1465.0,405.0,15.934999,534.5,9.785,3.0
2283,2022-08-10 16:00:00,1223.0,397.0,12.1,508.0,8.66,3.0
2284,2022-08-10 16:00:00,1420.0,780.0,11.935,911.0,5.855,4.0
2292,2022-08-10 17:00:00,1920.0,782.0,16.98,983.0,6.85,4.0
2294,2022-08-10 17:00:00,1575.0,290.0,20.61,453.0,12.5,3.0
2339,2022-08-11 07:00:00,1218.0,369.0,17.93,490.0,8.93,3.0
2340,2022-08-11 07:00:00,1328.0,624.5,19.73,762.0,4.5150003,4.0
2341,2022-08-11 08:00:00,587.0,528.5,19.795,586.5,4.0,4.0
2342,2022-08-11 09:00:00,1731.0,586.0,16.4,744.0,8.37,3.0
2343,2022-08-11 09:00:00,801.0,508.5,17.650002,588.5,5.3050003,4.0
2344,2022-08-11 10:00:00,1420.0,591.5,12.969999,720.5,7.02,4.0
2345,2022-08-11 10:00:00,1575.5,455.0,13.97,593.0,8.42,3.0
2346,2022-08-11 11:00:00,1420.0,795.0,14.33,924.0,5.52,4.0
2347,2022-08-11 11:00:00,1420.0,485.0,14.9,614.0,8.32,3.0
2349,2022-08-11 12:00:00,1420.0,499.0,16.02,628.0,9.0,3.0
2352,2022-08-11 13:00:00,1165.0,334.0,16.84,461.0,9.93,3.0
2353,2022-08-11 13:00:00,1165.0,596.0,16.17,710.0,6.42,4.0
2356,2022-08-11 14:00:00,1155.0,281.0,16.91,395.0,10.22,3.0
2357,2022-08-11 14:00:00,1420.0,655.0,16.115,785.5,6.505,4.0
2365,2022-08-11 18:00:00,1731.0,482.0,16.19,639.0,9.63,3.0
2366,2022-08-11 18:00:00,1257.0,612.0,12.06,693.0,5.1,4.0
2378,2022-08-12 11:00:00,1480.0,561.0,16.63,695.0,7.74,3.0
2379,2022-08-12 11:00:00,1420.0,810.5,12.705,939.5,5.435,4.0
2380,2022-08-12 12:00:00,863.5,438.5,16.05,519.0,6.115,4.0
2381,2022-08-12 12:00:00,1107.0,259.0,19.01,352.0,7.55,3.0
2382,2022-08-12 13:00:00,1408.0,553.0,18.86,694.5,7.26,4.0
2383,2022-08-12 13:00:00,1417.0,410.0,18.205,534.5,8.865,3.0
2384,2022-08-12 14:00:00,1420.0,713.0,11.955,843.0,6.0550003,4.0
2387,2022-08-12 14:00:00,938.0,330.5,14.46,411.5,8.54,3.0
2388,2022-08-12 15:00:00,752.0,299.0,13.16,370.0,7.3,3.0
2389,2022-08-12 15:00:00,1134.0,784.0,16.1,885.0,4.075,4.0
2390,2022-08-12 16:00:00,571.0,232.0,18.46,285.0,7.28,3.0
2391,2022-08-12 16:00:00,1417.0,820.0,17.88,961.0,5.24,4.0
2393,2022-08-12 17:00:00,567.0,137.5,17.56,193.5,10.525,3.0
2397,2022-08-12 17:00:00,1043.0,653.0,18.07,760.0,6.01,4.0
2402,2022-08-12 18:00:00,710.5,204.0,16.505001,285.0,8.88,3.0
2405,2022-08-12 18:00:00,994.0,782.0,19.24,862.0,4.31,4.0
2417,2022-08-12 19:00:00,2025.0,675.0,20.27,857.0,8.49,4.0
2418,2022-08-12 19:00:00,2025.0,599.0,20.33,782.0,9.31,3.0
2426,2022-08-13 09:00:00,1420.0,968.0,14.22,1084.0,4.12,4.0
2429,2022-08-13 10:00:00,1417.0,832.0,12.16,970.0,5.18,4.0
2430,2022-08-13 10:00:00,1420.0,484.0,10.97,613.0,8.33,3.0
2433,2022-08-13 11:00:00,1322.0,1011.0,10.155,1132.0,4.02,4.0
2434,2022-08-13 11:00:00,1160.0,323.0,12.370001,425.5,9.8,3.0
2440,2022-08-13 12:00:00,1420.0,507.0,10.48,636.0,8.17,3.0
2441,2022-08-13 12:00:00,1420.0,803.5,10.27,964.0,5.22,4.0
2449,2022-08-13 13:00:00,1765.0,523.0,11.56,684.0,9.28,3.0
2450,2022-08-13 13:00:00,1225.0,949.0,11.36,1069.0,3.77,4.0
2457,2022-08-13 14:00:00,1399.0,913.5,12.275,1048.0,4.6549997,4.0
2469,2022-08-13 14:00:00,859.0,141.0,19.69,235.0,13.15,2.0
2470,2022-08-13 14:00:00,1173.0,319.0,14.66,435.5,8.71,3.0
2477,2022-08-13 15:00:00,1218.0,426.0,12.18,546.0,8.02,3.0
2478,2022-08-13 15:00:00,1399.0,1037.0,10.01,1143.0,4.0,4.0
2490,2022-08-13 16:00:00,1394.0,1273.0,8.97,1444.0,3.4,4.0
2508,2022-08-13 17:00:00,1417.0,410.0,10.62,550.0,9.26,3.0
2509,2022-08-13 17:00:00,1417.0,1011.0,11.07,1151.0,3.94,4.0
2518,2022-08-13 18:00:00,1195.0,271.0,13.82,394.0,9.99,3.0
2519,2022-08-13 18:00:00,973.0,983.5,9.645,1096.5,2.98,4.0
2526,2022-08-13 19:00:00,1173.0,621.0,13.28,714.0,4.93,4.0
2528,2022-08-13 19:00:00,1173.0,363.0,14.39,476.0,8.825001,3.0
2529,2022-08-13 20:00:00,850.0,228.0,15.92,310.0,9.87,3.0
2538,2022-08-13 20:00:00,1257.0,905.0,12.85,1020.0,4.43,4.0
2542,2022-08-13 21:00:00,1109.0,654.5,19.220001,732.5,4.09,4.0
2543,2022-08-13 22:00:00,1013.0,151.0,26.53,241.0,15.02,2.0
2546,2022-08-13 22:00:00,1829.0,882.0,22.43,1059.5,5.37,4.0
2547,2022-08-13 22:00:00,1765.0,471.5,24.04,638.5,9.809999,3.0
2548,2022-08-13 23:00:00,1902.0,772.0,20.26,966.0,6.41,4.0
2549,2022-08-13 23:00:00,1420.0,306.0,21.19,433.0,12.47,3.0
2550,2022-08-14 08:00:00,1420.0,888.0,12.79,1017.0,5.02,4.0
2551,2022-08-14 09:00:00,1420.0,1016.5,10.514999,1145.0,4.47,4.0
2557,2022-08-14 10:00:00,2025.0,1190.0,8.24,1365.0,5.3,4.0
2558,2022-08-14 11:00:00,1878.0,1162.0,7.365,1333.0,5.08,4.0
2565,2022-08-14 13:00:00,1712.0,1041.5,8.165,1195.5,5.085,4.0
2570,2022-08-14 14:00:00,1454.0,946.0,9.01,1078.0,4.67,4.0
2575,2022-08-14 15:00:00,752.0,302.0,9.81,373.0,7.24,3.0
2576,2022-08-14 15:00:00,834.5,821.5,10.135,904.5,3.3200002,4.0
2579,2022-08-14 16:00:00,692.0,610.0,11.809999,680.0,3.82,4.0
2586,2022-08-14 17:00:00,850.0,898.0,8.03,1008.0,2.99,4.0
2594,2022-08-14 17:00:00,571.0,228.0,11.94,282.0,7.28,3.0
2598,2022-08-14 18:00:00,1920.0,508.0,12.715,703.0,9.725,3.0
2599,2022-08-14 18:00:00,1051.0,844.0,13.9,928.0,3.97,4.0
2604,2022-08-14 19:00:00,1465.0,1256.0,9.24,1414.0,3.98,4.0
2606,2022-08-14 20:00:00,752.0,657.0,16.5,740.0,4.13,4.0
2608,2022-08-14 20:00:00,533.0,156.0,17.4,206.0,9.29,3.0
2609,2022-08-14 21:00:00,1225.0,685.0,23.24,795.0,4.69,4.0
2611,2022-08-14 21:00:00,1257.0,371.0,14.85,486.0,9.29,3.0
2612,2022-08-14 22:00:00,1731.0,637.0,16.58,797.0,7.82,3.0
2613,2022-08-14 22:00:00,1169.0,507.0,12.66,614.0,6.9,4.0
2614,2022-08-14 23:00:00,687.0,301.5,8.889999,362.5,6.815,4.0
2618,2022-08-15 06:00:00,1417.0,729.0,16.285,869.0,4.545,4.0
2623,2022-08-15 07:00:00,981.0,232.0,17.05,326.0,10.75,3.0
2624,2022-08-15 07:00:00,1173.0,601.0,17.0,696.0,5.415,4.0
2625,2022-08-15 08:00:00,1417.0,633.5,18.425,773.5,6.455,4.0
2626,2022-08-15 08:00:00,1141.0,211.0,19.88,327.0,11.19,3.0
2628,2022-08-15 09:00:00,1327.0,199.0,18.75,331.5,14.425,3.0
2629,2022-08-15 09:00:00,1069.0,700.0,15.89,803.0,4.55,4.0
2630,2022-08-15 10:00:00,1420.0,506.0,9.99,635.0,8.04,3.0
2631,2022-08-15 10:00:00,1147.0,601.0,12.05,700.0,5.56,4.0
2632,2022-08-15 11:00:00,1197.0,760.0,12.440001,897.0,5.235,4.0
2633,2022-08-15 11:00:00,1420.0,542.0,12.67,675.0,7.83,3.0
2635,2022-08-15 12:00:00,1765.0,534.5,19.54,694.5,8.219999,3.0
2637,2022-08-15 12:00:00,1420.0,717.5,16.615002,846.0,6.035,4.0
2638,2022-08-15 13:00:00,1107.0,355.5,17.970001,455.0,8.745,3.0
2639,2022-08-15 14:00:00,850.0,325.0,16.01,407.0,7.9,3.0
2640,2022-08-15 14:00:00,1420.0,631.0,14.95,762.0,6.7,4.0
2642,2022-08-15 15:00:00,850.0,658.0,14.54,773.0,5.4049997,4.0
2643,2022-08-15 15:00:00,687.0,272.0,14.72,332.0,7.77,3.0
2648,2022-08-15 16:00:00,1420.0,931.0,14.73,1059.0,4.73,4.0
2652,2022-08-15 17:00:00,1257.0,254.0,15.48,369.0,12.25,3.0
2653,2022-08-15 17:00:00,1731.0,1451.0,13.78,1599.0,3.87,4.0
2663,2022-08-15 18:00:00,850.0,559.0,16.19,612.0,6.14,4.0
2664,2022-08-15 18:00:00,1731.0,574.0,15.245,731.0,8.51,3.0
2671,2022-08-16 06:00:00,646.0,646.0,17.26,706.0,3.29,4.0
2672,2022-08-16 07:00:00,568.0,388.0,19.1,441.0,4.63,4.0
2680,2022-08-16 10:00:00,1072.5,580.0,10.155,680.0,5.7799997,4.0
2681,2022-08-16 11:00:00,1056.5,533.0,13.525,627.0,5.5200005,4.0
2682,2022-08-16 11:00:00,677.5,213.5,12.97,273.5,8.88,3.0
2685,2022-08-16 12:00:00,1420.0,470.0,22.42,615.0,8.79,3.0
2687,2022-08-16 12:00:00,1420.0,628.0,21.94,757.0,6.74,4.0
2688,2022-08-16 13:00:00,1013.0,225.0,26.04,315.0,11.56,3.0
2689,2022-08-16 14:00:00,1257.0,600.0,13.97,715.0,6.32,4.0
2690,2022-08-16 15:00:00,1257.0,707.0,15.87,869.0,5.27,4.0
2691,2022-08-16 15:00:00,1165.0,375.0,17.06,487.0,8.18,3.0
2692,2022-08-16 16:00:00,1307.0,509.0,17.08,625.0,7.51,3.0
2700,2022-08-16 16:00:00,1069.0,696.0,18.62,818.0,5.07,4.0
2701,2022-08-16 17:00:00,577.0,239.0,18.24,296.0,7.11,3.0
2708,2022-08-16 17:00:00,1095.0,890.5,17.58,1020.5,4.3,4.0
2710,2022-08-16 18:00:00,1273.0,1039.5,21.125,1142.5,4.12,4.0
2716,2022-08-16 18:00:00,1195.0,382.5,21.24,495.5,8.75,3.0
2717,2022-08-16 19:00:00,1225.0,1170.0,20.47,1314.0,3.7,4.0
2718,2022-08-16 19:00:00,850.0,169.0,23.76,250.0,10.72,3.0
2722,2022-08-16 20:00:00,1417.0,601.0,22.9,712.0,5.83,4.0
2723,2022-08-16 20:00:00,1165.0,242.0,23.05,353.0,11.715,3.0
2724,2022-08-16 21:00:00,905.0,479.0,24.025002,564.0,5.9799995,4.0
2726,2022-08-16 21:00:00,1420.0,355.0,23.65,525.0,9.3,3.0
2754,2022-08-18 06:00:00,1738.5,795.0,16.915,942.5,6.585,4.0
2760,2022-08-18 07:00:00,1173.0,734.0,18.86,894.0,6.18,4.0
2762,2022-08-18 07:00:00,1200.0,323.5,18.705,442.5,9.655,3.0
2763,2022-08-18 08:00:00,1765.0,260.0,18.7,421.0,15.08,2.0
2764,2022-08-18 08:00:00,1885.5,280.0,18.96,451.0,12.379999,3.0
2765,2022-08-18 08:00:00,1893.0,757.0,19.38,923.0,7.21,4.0
2767,2022-08-18 09:00:00,1420.0,817.5,15.84,946.5,5.395,4.0
2769,2022-08-18 09:00:00,1160.0,286.0,17.91,389.0,10.71,3.0
2770,2022-08-18 10:00:00,1420.0,665.0,13.15,779.0,5.88,4.0
2771,2022-08-18 11:00:00,570.0,305.0,11.96,354.0,5.78,4.0
2772,2022-08-18 13:00:00,850.0,420.0,17.11,506.0,6.32,4.0
2776,2022-08-18 15:00:00,998.0,262.0,19.5,349.0,10.27,3.0
2782,2022-08-18 18:00:00,524.0,269.0,16.75,315.0,6.05,4.0
2790,2022-08-19 06:00:00,958.5,584.5,17.905,663.0,5.175,4.0
2796,2022-08-19 07:00:00,1417.0,449.0,17.55,590.0,8.63,3.0
2797,2022-08-19 07:00:00,1417.0,634.0,17.48,775.0,6.52,4.0
2801,2022-08-19 10:00:00,1420.0,548.0,12.860001,675.0,7.56,3.0
2802,2022-08-19 10:00:00,1893.0,870.0,13.63,993.0,5.61,4.0
2803,2022-08-19 11:00:00,1289.0,810.0,13.559999,937.0,4.7650003,4.0
2804,2022-08-19 11:00:00,1420.0,434.0,17.4,561.0,9.1,3.0
2805,2022-08-19 12:00:00,1319.0,330.5,19.88,446.5,10.535,3.0
2806,2022-08-19 12:00:00,1069.0,396.0,19.28,499.0,7.7,4.0
2815,2022-08-19 17:00:00,1765.0,1179.0,15.43,1327.5,4.745,4.0
2818,2022-08-19 18:00:00,1731.0,861.0,15.39,1018.0,4.7,4.0
2820,2022-08-19 18:00:00,1257.0,449.0,16.12,562.0,8.04,3.0
2822,2022-08-19 19:00:00,1420.0,448.0,17.325,574.0,8.815001,3.0
2823,2022-08-19 19:00:00,1893.0,850.0,16.06,1019.0,6.68,4.0
2831,2022-08-19 20:00:00,915.0,237.0,18.9,317.0,10.36,3.0
2836,2022-08-20 09:00:00,1420.0,764.0,13.795,892.0,5.325,4.0
2838,2022-08-20 10:00:00,1273.0,813.5,12.54,916.0,4.295,4.0
2843,2022-08-20 11:00:00,1147.0,652.0,9.25,779.0,5.72,4.0
2892,2022-08-21 18:00:00,850.0,601.0,11.74,682.5,4.4799995,4.0
2896,2022-08-21 20:00:00,1893.0,867.0,13.75,1037.0,5.55,4.0
2897,2022-08-21 20:00:00,1893.0,420.0,13.41,591.0,11.52,3.0
2898,2022-08-21 21:00:00,1257.0,962.5,21.099998,1092.0,4.5,4.0
2899,2022-08-21 22:00:00,1474.5,1008.5,18.52,1179.0,5.61,4.0
2900,2022-08-21 22:00:00,1420.0,363.0,16.54,489.5,10.54,3.0
2901,2022-08-22 06:00:00,998.0,386.0,22.16,475.0,7.55,3.0
2903,2022-08-22 06:00:00,1288.5,601.0,20.91,722.0,6.48,4.0
2906,2022-08-22 07:00:00,994.0,231.0,16.57,329.0,10.99,3.0
2914,2022-08-22 07:00:00,994.0,998.0,17.54,1113.0,2.62,4.0
2917,2022-08-22 08:00:00,1731.0,662.0,17.73,819.0,7.6000004,3.0
2918,2022-08-22 08:00:00,752.0,1336.0,15.77,1406.0,1.92,4.0
2920,2022-08-22 09:00:00,1731.0,542.5,18.685001,726.0,8.635,3.0
2921,2022-08-22 09:00:00,1237.0,778.0,17.81,919.0,5.64,4.0
2925,2022-08-22 10:00:00,994.0,720.0,18.24,817.0,4.32,4.0
2927,2022-08-22 11:00:00,850.0,686.0,13.44,769.0,3.97,4.0
2933,2022-08-22 12:00:00,850.0,305.0,15.81,385.0,8.24,3.0
2934,2022-08-22 12:00:00,1420.0,606.0,17.23,734.5,6.9449997,4.0
2939,2022-08-22 15:00:00,1257.0,460.0,14.32,573.5,7.835,3.0
2940,2022-08-22 15:00:00,1420.0,640.5,14.92,769.5,6.59,4.0
2946,2022-08-22 16:00:00,1175.0,467.0,14.44,566.0,7.31,4.0
2952,2022-08-22 17:00:00,850.0,819.5,12.125,893.5,3.21,4.0
2956,2022-08-22 18:00:00,570.0,540.0,13.8,589.0,3.47,4.0
2957,2022-08-22 19:00:00,1893.0,790.0,18.02,963.0,6.5,4.0
2958,2022-08-22 19:00:00,1257.0,414.0,17.29,527.5,8.565001,3.0
2959,2022-08-22 20:00:00,1731.0,722.0,18.74,882.0,7.0,4.0
2960,2022-08-22 20:00:00,1387.5,230.0,20.16,345.0,11.395,3.0
2962,2022-08-23 07:00:00,1568.0,687.0,20.95,848.0,5.38,4.0
2964,2022-08-23 07:00:00,1218.0,347.5,20.43,466.0,9.36,3.0
2976,2022-08-23 15:00:00,1418.0,514.0,18.79,645.0,7.83,3.0
2977,2022-08-23 15:00:00,1169.0,585.0,18.5,716.0,6.52,4.0
2997,2022-08-24 07:00:00,647.5,572.5,15.57,634.5,3.885,4.0
2999,2022-08-24 08:00:00,915.0,284.0,18.55,369.0,8.92,3.0
3000,2022-08-24 08:00:00,1194.0,586.0,15.04,695.0,6.17,4.0
3004,2022-08-24 10:00:00,1499.0,843.0,10.08,988.0,5.75,4.0
3005,2022-08-24 10:00:00,1032.0,329.0,11.69,424.0,8.74,3.0
3006,2022-08-24 11:00:00,850.0,578.0,8.71,656.0,4.87,4.0
3010,2022-08-24 15:00:00,725.0,558.5,11.389999,630.0,4.09,4.0
3018,2022-08-24 17:00:00,589.0,177.0,24.21,231.0,9.16,3.0
3019,2022-08-24 17:00:00,1292.0,702.0,13.69,767.0,6.76,4.0
3020,2022-08-24 18:00:00,1257.0,750.5,14.0,866.0,5.215,4.0
3021,2022-08-24 19:00:00,1257.0,743.0,14.05,859.0,5.26,4.0
3023,2022-08-25 06:00:00,556.0,593.0,13.17,642.0,3.11,4.0
3029,2022-08-25 07:00:00,540.0,586.0,13.5,639.5,3.005,4.0
3034,2022-08-25 09:00:00,1765.0,718.0,14.58,881.0,7.19,4.0
3035,2022-08-25 09:00:00,1765.0,682.0,14.91,845.0,7.51,3.0
3036,2022-08-25 10:00:00,1013.0,281.0,14.03,374.0,9.73,3.0
3037,2022-08-25 10:00:00,1194.0,493.0,13.47,603.0,7.12,4.0
3039,2022-08-25 14:00:00,1417.0,804.0,13.2,948.0,4.81,4.0
3041,2022-08-25 15:00:00,1175.0,587.0,15.74,664.0,5.33,4.0
3042,2022-08-25 15:00:00,850.0,288.0,13.98,359.0,7.55,3.0
3044,2022-08-25 16:00:00,1175.0,557.5,15.645,655.5,5.415,4.0
3045,2022-08-25 16:00:00,656.0,189.5,15.045,250.5,9.440001,3.0
3050,2022-08-25 17:00:00,1138.0,525.0,11.535,628.0,6.49,4.0
3051,2022-08-25 17:00:00,1420.0,544.0,12.889999,673.0,7.585,3.0
3053,2022-08-25 18:00:00,849.0,215.0,14.86,290.0,10.59,3.0
3063,2022-08-26 07:00:00,1068.0,618.0,17.41,701.0,7.14,4.0
3064,2022-08-26 07:00:00,1155.0,242.5,17.44,354.0,11.73,3.0
3071,2022-08-26 10:00:00,1420.0,830.0,11.0,953.0,5.2250004,4.0
3073,2022-08-26 11:00:00,1032.0,403.0,12.875,497.5,7.45,3.0
3074,2022-08-26 11:00:00,1420.0,817.0,10.84,936.0,5.54,4.0
3076,2022-08-26 12:00:00,1420.0,662.0,17.7,793.0,6.43,4.0
3077,2022-08-26 12:00:00,1420.0,250.0,21.744999,407.5,13.56,3.0
